S No,Date,Date_YMD,Status,AN,AP,AR,AS,BR,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
152,12-Aug-20,2020-08-12,Deceased,0,93,0,6,9,5,0,14,3,18,3,0,8,8,113,6,0,0,15,344,0,0,0,0,9,5,39,11,0,119,9,0,54,4,54
153,13-Aug-20,2020-08-13,Deceased,1,82,1,8,10,8,0,14,2,18,8,1,11,7,103,3,0,0,17,413,1,0,0,0,9,6,31,11,0,119,11,1,50,3,56
154,14-Aug-20,2020-08-14,Deceased,2,97,1,6,16,13,0,11,2,15,7,0,11,15,104,10,0,0,16,364,0,0,0,0,10,4,25,13,0,117,9,2,55,4,60
155,15-Aug-20,2020-08-15,Deceased,0,87,0,7,15,4,0,10,5,19,10,0,7,5,114,7,1,0,13,322,0,0,0,0,9,0,40,16,0,127,10,4,58,4,58
156,16-Aug-20,2020-08-16,Deceased,4,88,0,7,22,8,0,8,6,20,10,0,15,15,116,10,4,0,11,288,3,0,0,0,10,4,41,14,0,125,9,5,56,1,51
157,17-Aug-20,2020-08-17,Deceased,1,82,0,8,5,8,0,18,7,15,12,0,6,11,115,13,0,0,23,228,1,0,0,0,10,4,50,11,0,120,10,4,66,6,45
158,18-Aug-20,2020-08-18,Deceased,1,88,0,6,16,8,0,12,5,20,7,0,13,10,139,6,3,0,13,422,1,0,0,0,9,9,36,11,1,121,8,3,70,6,55
159,19-Aug-20,2020-08-19,Deceased,0,86,0,10,10,6,0,9,8,17,10,2,11,13,126,7,1,0,18,346,0,0,0,0,10,6,22,12,1,116,8,3,53,14,53
160,20-Aug-20,2020-08-20,Deceased,1,95,0,8,6,8,0,22,2,16,11,2,6,8,102,9,0,0,12,326,0,0,0,0,8,8,37,11,0,116,10,0,95,9,53
161,21-Aug-20,2020-08-21,Deceased,1,91,0,6,14,8,0,13,9,14,7,2,15,11,93,12,1,0,14,339,2,0,0,0,10,6,34,12,0,101,8,4,64,5,55
162,22-Aug-20,2020-08-22,Deceased,0,97,0,7,13,10,0,14,5,14,12,4,15,13,93,15,2,0,21,297,2,1,0,1,9,8,45,11,0,80,7,1,70,3,48
163,23-Aug-20,2020-08-23,Deceased,1,93,0,8,9,7,0,16,4,14,6,0,9,8,68,5,2,0,23,258,0,1,0,0,10,8,50,11,0,97,11,2,59,5,57
164,24-Aug-20,2020-08-24,Deceased,2,86,0,10,17,9,0,13,4,13,10,0,7,17,127,11,0,0,17,212,0,0,0,0,10,5,43,12,0,97,6,1,61,7,57
165,25-Aug-20,2020-08-25,Deceased,2,92,0,8,17,15,0,17,9,20,10,1,14,12,148,10,1,0,19,329,2,0,0,0,9,8,49,13,0,107,9,6,72,6,58
166,26-Aug-20,2020-08-26,Deceased,4,81,0,14,9,10,0,17,8,17,11,2,19,15,133,13,1,0,17,295,1,0,0,0,13,8,41,12,0,118,10,4,82,6,55
167,27-Aug-20,2020-08-27,Deceased,1,92,0,4,9,14,0,22,6,17,12,1,14,15,141,10,2,0,24,355,0,1,0,0,7,10,37,13,0,109,8,2,76,9,53
168,28-Aug-20,2020-08-28,Deceased,0,81,2,8,12,6,0,20,4,14,15,0,7,12,136,7,1,0,17,331,2,1,0,0,8,9,51,12,0,102,11,4,77,11,56
169,29-Aug-20,2020-08-29,Deceased,2,82,0,3,5,11,0,15,3,13,9,1,7,9,115,6,4,0,22,328,1,0,0,0,14,12,41,13,0,87,9,5,62,11,53
170,30-Aug-20,2020-08-30,Deceased,1,88,0,7,9,7,0,22,5,17,12,1,9,12,106,7,2,0,29,296,0,0,0,0,12,10,56,13,0,94,10,4,67,7,50
171,31-Aug-20,2020-08-31,Deceased,1,85,0,10,6,8,0,18,9,14,7,3,9,7,113,7,0,0,20,184,0,0,0,0,10,7,49,13,0,91,9,5,63,12,52
172,01-Sep-20,2020-09-01,Deceased,0,84,0,9,15,10,0,18,2,14,17,4,14,11,135,4,1,0,32,320,1,2,0,0,11,12,59,13,1,96,9,10,56,11,55
173,02-Sep-20,2020-09-02,Deceased,1,72,0,8,13,12,0,19,10,12,15,1,15,10,113,7,0,0,27,292,0,1,0,0,11,13,106,12,0,98,10,5,74,11,56
174,03-Sep-20,2020-09-03,Deceased,1,75,1,7,6,16,0,19,8,16,19,5,11,6,104,10,0,0,30,391,3,0,0,0,8,7,72,14,1,92,10,8,75,9,55
175,04-Sep-20,2020-09-04,Deceased,1,76,0,15,13,22,0,13,8,14,19,2,12,3,116,11,0,0,30,378,3,1,0,0,9,20,49,13,0,79,10,3,71,12,58
176,05-Sep-20,2020-09-05,Deceased,1,71,0,7,9,19,0,25,9,16,22,4,15,15,128,11,0,0,30,312,1,1,0,0,7,18,69,14,0,64,11,7,81,18,58
177,06-Sep-20,2020-09-06,Deceased,0,70,0,8,4,24,0,29,7,14,25,1,14,7,95,10,0,0,29,328,2,1,0,0,8,16,54,15,0,85,9,8,77,11,52
178,07-Sep-20,2020-09-07,Deceased,0,70,0,10,7,15,0,32,9,15,23,1,17,13,141,12,0,0,17,423,0,1,0,0,10,11,61,14,0,89,9,5,56,7,58
179,08-Sep-20,2020-09-08,Deceased,0,73,1,8,4,12,0,19,11,13,25,4,14,14,146,13,0,0,20,380,1,0,0,0,13,12,67,13,2,87,11,3,71,12,57
180,09-Sep-20,2020-09-09,Deceased,1,74,0,18,10,70,0,20,6,16,28,3,17,16,128,12,0,0,31,380,1,2,0,0,11,10,71,14,0,78,10,9,65,12,53
181,10-Sep-20,2020-09-10,Deceased,0,68,0,18,10,16,0,28,6,15,25,3,13,5,129,12,1,0,21,495,4,1,0,0,11,6,88,14,0,64,11,6,94,5,41
182,11-Sep-20,2020-09-11,Deceased,0,77,1,16,12,25,0,21,8,16,25,5,9,15,130,14,2,0,30,442,0,4,0,0,14,12,63,15,4,77,13,5,76,11,57
183,12-Sep-20,2020-09-12,Deceased,0,67,0,23,11,21,0,28,10,15,24,2,10,10,94,15,1,0,37,391,1,1,0,0,11,5,76,14,2,76,10,10,67,14,59
184,13-Sep-20,2020-09-13,Deceased,0,66,0,16,14,16,0,29,4,15,19,4,14,13,104,14,1,0,34,416,1,1,0,0,10,15,68,15,3,74,11,12,80,12,58
185,14-Sep-20,2020-09-14,Deceased,1,60,1,13,9,18,0,26,14,17,25,5,17,6,119,15,1,0,29,363,0,2,0,0,11,9,67,14,0,53,13,6,62,15,58
186,15-Sep-20,2020-09-15,Deceased,0,69,2,10,5,15,0,36,11,17,26,8,19,10,97,11,3,0,29,515,1,1,0,2,8,11,91,14,3,68,10,7,113,9,59
187,16-Sep-20,2020-09-16,Deceased,0,64,0,19,12,23,0,33,4,12,19,1,18,8,55,14,2,0,24,474,1,0,0,0,11,13,78,15,0,57,12,10,86,9,61
188,17-Sep-20,2020-09-17,Deceased,0,72,0,17,7,17,0,38,8,14,24,7,19,11,93,10,1,0,33,468,3,3,0,0,13,13,54,14,4,59,9,5,81,13,60
189,18-Sep-20,2020-09-18,Deceased,0,67,0,12,4,17,0,30,8,16,23,12,15,12,179,12,1,0,24,440,1,2,0,0,13,6,60,15,3,67,11,6,98,4,59
190,19-Sep-20,2020-09-19,Deceased,0,58,0,8,2,19,0,38,7,16,28,5,21,13,114,18,1,0,42,425,3,2,0,0,9,11,51,14,2,66,9,7,84,14,56
191,20-Sep-20,2020-09-20,Deceased,0,57,0,14,3,13,0,37,9,17,29,4,14,2,101,16,0,0,27,455,2,0,0,0,10,10,56,14,1,60,8,4,94,13,61
192,21-Sep-20,2020-09-21,Deceased,0,51,0,16,6,13,0,32,9,17,28,7,23,9,122,18,1,0,37,344,2,2,0,0,9,9,47,16,0,60,9,6,88,10,62
193,22-Sep-20,2020-09-22,Deceased,0,51,1,8,3,28,0,37,8,16,29,5,18,15,83,19,0,0,28,392,1,2,0,0,11,6,66,15,0,76,10,3,77,11,62
194,23-Sep-20,2020-09-23,Deceased,0,45,0,11,1,10,0,36,8,15,27,5,20,7,38,20,1,0,42,479,2,2,0,1,15,8,64,15,1,63,10,2,87,17,61
195,24-Sep-20,2020-09-24,Deceased,0,52,0,11,4,24,0,36,7,14,22,10,22,4,65,21,3,0,45,459,0,1,0,0,16,6,76,15,1,66,8,7,67,13,62
196,25-Sep-20,2020-09-25,Deceased,0,48,0,17,3,25,0,24,3,12,18,7,21,9,86,22,2,0,30,416,1,0,0,0,15,7,68,15,0,72,10,5,84,13,59
197,26-Sep-20,2020-09-26,Deceased,0,57,0,13,5,40,0,46,5,13,18,7,20,9,86,21,1,0,29,430,1,0,0,0,16,6,54,14,0,85,11,3,67,11,56
198,27-Sep-20,2020-09-27,Deceased,1,45,0,17,2,31,0,42,10,10,16,11,7,9,79,21,1,0,26,380,0,0,0,0,14,13,50,15,2,80,9,2,77,8,60
199,28-Sep-20,2020-09-28,Deceased,0,37,1,12,4,29,0,37,6,12,24,5,14,9,59,20,0,0,35,180,0,3,0,1,16,2,46,15,2,70,7,3,58,6,56
200,29-Sep-20,2020-09-29,Deceased,0,35,1,13,2,39,0,48,12,11,25,3,18,12,136,22,0,0,39,430,1,1,0,0,15,2,75,15,0,70,9,3,63,11,62
201,30-Sep-20,2020-09-30,Deceased,0,48,0,17,10,41,0,41,9,11,26,3,17,13,87,23,0,0,35,481,2,2,0,0,14,4,47,15,2,67,11,1,69,20,59
202,01-Oct-20,2020-10-01,Deceased,0,41,0,14,2,29,0,40,12,10,20,9,17,8,130,29,3,0,20,394,1,2,0,0,17,4,45,14,3,66,8,6,80,14,59
203,02-Oct-20,2020-10-02,Deceased,0,31,2,10,4,16,0,37,2,15,23,7,14,8,125,20,0,0,36,424,1,1,0,0,16,7,50,16,1,67,10,3,53,11,53
204,03-Oct-20,2020-10-03,Deceased,0,41,0,14,2,29,0,34,8,12,25,8,19,5,100,22,0,0,27,278,2,2,0,0,17,2,61,14,2,65,8,3,60,12,62
205,04-Oct-20,2020-10-04,Deceased,0,40,0,14,3,14,0,38,6,9,20,7,11,9,67,23,0,0,35,326,3,0,0,0,15,5,41,15,2,66,10,4,52,4,62
206,05-Oct-20,2020-10-05,Deceased,1,38,1,11,9,36,0,32,4,13,21,7,10,4,84,23,0,0,29,263,1,5,0,0,17,4,38,14,1,62,8,6,63,17,61
207,06-Oct-20,2020-10-06,Deceased,0,33,1,18,1,23,0,39,8,10,18,5,16,10,91,25,0,0,25,370,3,1,0,0,16,3,38,15,3,71,10,2,61,8,63
208,07-Oct-20,2020-10-07,Deceased,0,34,1,7,2,30,0,35,9,9,19,2,14,10,113,22,2,0,30,355,2,0,0,0,18,5,33,16,2,67,8,0,47,11,58
209,08-Oct-20,2020-10-08,Deceased,1,42,1,9,2,24,0,37,7,10,20,7,9,8,101,24,0,0,29,358,3,0,0,0,16,5,29,15,1,68,12,3,45,14,63
210,09-Oct-20,2020-10-09,Deceased,0,31,1,8,5,38,0,39,7,9,14,7,15,6,114,25,0,0,27,302,3,1,0,0,17,2,32,16,2,68,7,7,48,14,62
211,10-Oct-20,2020-10-10,Deceased,0,35,0,9,10,39,0,48,8,10,10,3,7,3,102,23,1,0,25,308,2,1,0,0,15,1,25,15,1,67,9,2,60,18,62
212,11-Oct-20,2020-10-11,Deceased,0,30,1,5,2,18,0,29,8,9,7,2,9,3,75,25,0,0,25,305,3,1,0,0,16,4,35,14,1,65,5,2,41,13,59
213,12-Oct-20,2020-10-12,Deceased,0,32,0,10,9,33,0,40,4,8,13,1,11,11,70,22,0,0,21,169,2,1,0,1,18,2,27,15,1,62,6,1,44,15,60
214,13-Oct-20,2020-10-13,Deceased,0,35,4,4,6,20,0,45,3,10,9,3,7,7,87,21,0,0,26,187,4,1,0,1,17,2,34,14,2,57,5,1,28,20,62
215,14-Oct-20,2020-10-14,Deceased,0,28,1,4,6,33,0,44,5,11,13,1,12,6,75,20,0,0,15,158,6,5,0,3,15,1,31,15,0,52,8,1,41,14,64
216,15-Oct-20,2020-10-15,Deceased,0,38,1,9,5,46,0,26,6,11,9,5,6,8,85,23,1,0,24,337,1,3,0,0,17,2,29,14,0,49,8,1,36,18,62
217,16-Oct-20,2020-10-16,Deceased,1,25,0,10,9,40,0,22,6,11,11,2,8,5,73,24,0,0,25,306,5,2,0,0,15,1,26,15,0,60,7,4,46,15,61
218,17-Oct-20,2020-10-17,Deceased,0,24,0,12,9,14,0,35,7,9,6,3,6,8,71,26,1,0,18,463,2,0,0,4,17,3,19,12,0,54,9,3,40,95,61
219,18-Oct-20,2020-10-18,Deceased,0,23,0,3,6,39,0,28,6,9,0,3,7,7,51,22,0,0,20,150,5,0,0,0,14,0,13,13,1,56,6,3,29,3,64
220,19-Oct-20,2020-10-19,Deceased,0,24,0,7,7,56,0,31,5,8,8,4,9,3,64,21,0,0,13,125,1,0,0,0,17,1,17,12,2,52,4,2,27,6,63
221,20-Oct-20,2020-10-20,Deceased,0,28,1,9,8,50,0,41,6,8,12,2,9,7,66,24,1,0,25,213,4,1,0,0,16,2,8,14,1,47,7,0,29,13,61
222,21-Oct-20,2020-10-21,Deceased,0,27,0,5,8,44,0,47,2,9,14,5,5,2,88,26,1,0,17,180,3,1,0,0,13,3,23,14,0,39,5,1,41,14,64
223,22-Oct-20,2020-10-22,Deceased,1,16,1,7,7,52,0,35,7,7,14,5,10,8,74,23,0,0,14,198,3,1,0,0,15,2,12,12,0,45,5,2,35,8,64
224,23-Oct-20,2020-10-23,Deceased,1,20,1,4,8,58,0,26,4,6,17,1,12,3,51,26,0,0,13,184,5,1,0,0,18,2,23,14,0,33,6,5,40,11,60
225,24-Oct-20,2020-10-24,Deceased,0,22,0,2,8,55,0,36,2,6,15,5,6,2,52,25,3,0,20,137,6,1,0,3,15,2,12,12,0,35,5,1,24,5,59
226,25-Oct-20,2020-10-25,Deceased,0,21,0,4,7,25,0,33,6,7,7,1,8,2,32,26,0,0,10,112,1,1,0,1,16,2,10,13,1,31,4,3,28,9,60
227,26-Oct-20,2020-10-26,Deceased,0,19,2,2,9,43,0,54,6,4,10,2,6,6,42,20,0,0,5,84,5,0,0,2,14,0,8,14,1,32,4,0,20,8,59
228,27-Oct-20,2020-10-27,Deceased,0,19,1,6,7,20,0,44,3,5,13,5,7,4,44,24,2,0,8,115,6,1,0,0,13,0,13,14,2,27,4,1,38,6,58
229,28-Oct-20,2020-10-28,Deceased,0,18,0,3,4,55,0,40,7,6,8,2,4,4,55,27,1,0,15,91,6,3,1,1,12,2,20,10,0,35,4,0,18,2,60
230,29-Oct-20,2020-10-29,Deceased,1,16,1,6,7,53,0,27,5,4,8,6,11,3,45,26,0,0,16,156,4,2,0,1,13,2,10,11,0,35,5,1,25,0,61
231,30-Oct-20,2020-10-30,Deceased,0,17,0,3,8,49,0,47,5,6,11,5,5,0,49,28,0,0,12,127,4,0,0,4,11,0,19,10,0,38,6,1,24,2,59
232,31-Oct-20,2020-10-31,Deceased,0,14,0,4,6,63,0,41,2,5,12,6,7,1,28,27,1,0,10,74,4,1,0,0,12,0,16,9,1,31,6,0,18,12,57
233,01-Nov-20,2020-11-01,Deceased,1,16,0,1,7,49,0,51,5,5,6,8,4,1,24,28,0,0,7,113,3,2,0,0,11,3,11,10,1,30,5,0,26,4,59
234,02-Nov-20,2020-11-02,Deceased,0,13,1,1,4,58,0,42,7,4,15,10,8,1,29,21,1,0,7,104,9,0,0,3,9,0,13,9,4,31,7,2,25,2,57
235,03-Nov-20,2020-11-03,Deceased,0,15,4,2,7,58,0,48,2,6,7,8,12,5,26,26,0,0,9,120,4,0,0,0,12,1,18,10,0,31,3,2,13,4,56
236,04-Nov-20,2020-11-04,Deceased,0,10,1,0,5,50,0,51,8,6,19,11,9,3,34,28,3,0,13,300,3,0,0,2,12,1,14,9,0,30,6,3,15,5,55
237,05-Nov-20,2020-11-05,Deceased,0,13,0,0,8,44,0,66,4,7,23,6,6,0,31,26,0,0,5,256,2,1,1,1,14,1,22,10,2,28,5,0,27,9,54
238,06-Nov-20,2020-11-06,Deceased,0,11,0,4,8,52,0,64,3,4,21,4,6,1,35,27,1,0,12,161,2,0,0,0,15,0,14,11,0,27,4,1,24,9,55
239,07-Nov-20,2020-11-07,Deceased,0,11,2,2,7,22,0,79,8,5,17,6,5,2,22,28,0,0,13,150,3,2,0,0,17,2,15,13,1,25,6,2,25,7,58
240,08-Nov-20,2020-11-08,Deceased,0,12,1,4,8,13,0,77,2,7,15,6,5,0,22,24,4,0,11,125,3,0,0,1,15,1,8,10,2,20,5,1,26,2,59
241,09-Nov-20,2020-11-09,Deceased,0,11,0,4,7,17,0,71,4,5,7,7,9,8,19,22,1,0,6,85,1,1,0,0,16,1,20,9,1,18,4,2,25,10,56
242,10-Nov-20,2020-11-10,Deceased,0,12,0,5,5,18,0,83,4,5,16,12,7,5,20,28,0,0,8,110,2,0,0,4,13,2,20,10,1,25,4,0,30,5,53
243,11-Nov-20,2020-11-11,Deceased,0,14,0,2,6,25,0,85,5,6,23,9,9,3,23,29,1,0,13,125,2,0,0,0,15,1,31,11,2,28,5,0,20,6,49
244,12-Nov-20,2020-11-12,Deceased,1,9,1,3,5,20,0,104,0,6,21,6,8,4,21,25,3,0,10,122,5,4,0,0,14,2,23,13,3,25,3,0,21,7,54
245,13-Nov-20,2020-11-13,Deceased,0,10,0,1,7,18,0,91,2,6,27,11,8,4,17,26,0,0,11,127,6,0,0,2,12,1,16,12,1,14,4,1,25,4,51
246,14-Nov-20,2020-11-14,Deceased,0,7,1,3,5,17,0,96,1,6,5,8,6,1,17,26,0,0,7,105,5,2,1,0,15,0,0,12,1,12,4,2,27,5,53
247,15-Nov-20,2020-11-15,Deceased,0,14,0,2,5,16,0,95,3,6,8,11,9,2,21,21,0,0,7,60,3,0,1,0,17,0,30,10,2,12,3,0,18,5,51
248,16-Nov-20,2020-11-16,Deceased,0,13,0,1,5,26,0,99,1,5,19,8,8,4,12,19,4,0,2,60,3,1,1,1,16,0,22,12,2,17,3,2,21,9,53
249,17-Nov-20,2020-11-17,Deceased,0,9,0,2,5,19,0,99,4,7,25,12,7,3,16,27,1,0,10,68,1,1,0,0,17,0,30,11,1,18,3,0,19,3,52
250,18-Nov-20,2020-11-18,Deceased,0,9,0,3,7,23,0,131,3,8,30,13,9,3,21,28,0,0,13,100,6,1,0,1,15,0,31,12,3,18,5,0,29,9,54
251,19-Nov-20,2020-11-19,Deceased,0,11,1,0,8,26,0,98,0,7,20,12,5,3,26,26,1,0,14,154,0,1,0,0,17,1,15,15,0,19,4,0,39,5,53
252,20-Nov-20,2020-11-20,Deceased,0,10,0,2,3,19,0,118,2,7,25,11,4,2,17,28,1,0,9,155,1,2,0,2,16,0,16,14,1,18,4,1,20,5,50
253,21-Nov-20,2020-11-21,Deceased,0,7,0,2,4,22,0,111,3,9,25,18,2,6,20,25,2,0,11,62,1,2,0,1,17,0,23,16,0,18,3,1,24,8,53
254,22-Nov-20,2020-11-22,Deceased,0,11,0,1,5,19,0,121,2,13,25,19,5,5,13,27,2,0,13,50,3,2,0,2,15,0,19,17,3,19,4,0,35,9,49
255,23-Nov-20,2020-11-23,Deceased,0,10,0,1,6,14,0,121,0,17,28,22,12,3,24,22,1,0,10,30,2,0,0,2,17,0,17,18,1,17,3,3,23,7,47
256,24-Nov-20,2020-11-24,Deceased,0,8,0,1,6,21,0,109,2,16,33,12,10,2,17,24,4,0,11,30,2,0,0,0,14,0,22,19,2,17,4,1,33,18,49
257,25-Nov-20,2020-11-25,Deceased,0,6,0,2,4,16,0,99,4,14,42,13,12,3,19,26,3,0,14,65,5,0,0,0,16,0,31,18,0,16,4,0,29,5,51
258,26-Nov-20,2020-11-26,Deceased,0,8,0,0,6,18,0,91,2,16,25,14,5,3,12,27,5,0,12,65,4,0,0,2,17,0,26,19,0,14,3,0,30,11,52
259,27-Nov-20,2020-11-27,Deceased,0,6,1,2,5,12,0,98,1,16,29,13,8,1,12,23,1,0,15,85,7,0,0,1,14,0,27,18,1,12,4,0,23,5,46
260,28-Nov-20,2020-11-28,Deceased,0,5,1,0,5,17,0,89,0,15,30,11,4,1,12,25,2,0,13,88,7,1,0,0,12,0,28,19,4,13,3,0,21,13,52
261,29-Nov-20,2020-11-29,Deceased,0,7,3,1,6,10,0,68,1,16,26,12,5,0,15,27,0,0,13,85,10,0,0,0,4,0,15,18,1,9,4,0,24,8,54
262,30-Nov-20,2020-11-30,Deceased,0,4,0,0,5,21,0,108,1,20,27,10,9,1,13,21,1,0,10,80,8,0,0,0,5,1,27,20,1,9,3,0,19,9,48
263,01-Dec-20,2020-12-01,Deceased,0,4,0,0,4,31,0,86,2,15,28,21,8,5,14,26,2,0,10,95,8,1,1,0,5,1,14,19,1,10,3,0,27,7,52
264,02-Dec-20,2020-12-02,Deceased,0,7,0,2,6,27,0,82,3,14,32,11,6,2,16,28,0,0,17,111,2,2,0,0,6,1,21,19,1,11,1,2,29,13,51
265,03-Dec-20,2020-12-03,Deceased,0,11,0,2,7,22,0,82,3,13,32,18,10,6,13,31,0,0,13,115,3,2,0,0,5,1,20,20,0,14,3,0,31,12,49
266,04-Dec-20,2020-12-04,Deceased,0,6,1,2,6,15,0,73,0,18,19,13,12,1,13,29,1,0,14,127,1,2,0,1,5,1,20,19,1,15,2,0,29,10,52
267,05-Dec-20,2020-12-05,Deceased,0,4,0,2,5,21,0,77,1,15,25,13,12,1,12,32,0,0,12,95,4,0,0,0,5,0,23,20,3,15,3,0,23,8,49
268,06-Dec-20,2020-12-06,Deceased,0,9,0,4,3,12,0,69,1,17,24,11,4,7,10,28,0,0,11,40,7,2,0,1,6,0,10,20,0,16,2,0,24,4,46
269,07-Dec-20,2020-12-07,Deceased,0,5,0,2,2,21,0,63,3,14,23,7,9,2,11,23,1,0,10,40,3,0,0,0,7,1,19,19,2,16,2,1,20,10,48
270,08-Dec-20,2020-12-08,Deceased,0,4,0,2,3,15,0,57,0,15,13,14,6,0,13,31,1,0,11,53,2,2,0,1,6,0,30,20,0,13,3,0,23,12,49
271,09-Dec-20,2020-12-09,Deceased,0,3,0,1,3,13,0,50,2,13,26,12,6,3,20,35,0,0,8,75,7,0,0,0,5,0,16,17,0,14,3,0,20,13,47
272,10-Dec-20,2020-12-10,Deceased,0,2,0,1,4,16,0,61,0,12,26,8,8,2,12,26,0,0,7,70,0,1,0,1,5,2,27,15,0,17,2,0,24,12,49
273,11-Dec-20,2020-12-11,Deceased,0,2,0,1,5,14,0,60,0,13,23,20,11,2,16,29,1,0,9,87,2,1,1,0,4,2,29,14,1,17,3,1,14,9,50
274,12-Dec-20,2020-12-12,Deceased,0,3,0,0,5,16,0,47,2,12,11,10,7,0,11,32,0,0,9,80,2,1,0,0,4,0,21,14,0,13,4,1,31,10,44
275,13-Dec-20,2020-12-13,Deceased,0,5,0,2,4,13,0,33,1,11,7,8,6,4,5,29,0,0,13,70,0,3,0,0,5,0,20,14,0,12,4,1,16,4,47
276,14-Dec-20,2020-12-14,Deceased,0,2,0,1,4,19,0,60,1,11,16,12,3,1,10,24,0,0,8,60,2,2,0,1,4,1,21,13,0,14,3,0,11,6,43
277,15-Dec-20,2020-12-15,Deceased,0,5,0,1,4,19,0,41,3,11,18,11,10,1,11,33,0,0,13,70,3,1,0,0,4,1,19,13,1,10,3,0,20,11,45
278,16-Dec-20,2020-12-16,Deceased,0,3,0,3,3,10,0,32,3,10,14,12,5,3,6,27,0,0,8,95,2,2,0,1,5,1,18,10,2,12,3,2,15,3,46
279,17-Dec-20,2020-12-17,Deceased,0,2,0,3,5,11,0,35,3,8,17,10,9,3,10,27,0,0,9,65,3,0,0,3,5,0,15,11,1,11,3,0,20,9,44
280,18-Dec-20,2020-12-18,Deceased,0,1,0,1,4,7,0,37,2,9,21,9,7,1,8,23,1,0,11,75,2,0,0,0,4,1,20,10,1,12,1,0,16,15,42
281,19-Dec-20,2020-12-19,Deceased,0,4,0,1,6,9,0,32,0,7,13,3,4,2,15,29,0,0,15,74,2,0,0,0,3,1,19,9,0,14,4,0,23,9,43
282,20-Dec-20,2020-12-20,Deceased,0,2,0,5,5,9,0,26,3,7,5,6,4,0,5,30,0,0,13,98,1,1,0,0,4,2,12,9,1,15,3,0,19,5,40
283,21-Dec-20,2020-12-21,Deceased,1,2,1,3,6,18,0,27,2,7,11,9,3,1,7,27,1,0,9,55,0,0,0,0,3,1,11,9,0,12,2,2,16,13,41
284,22-Dec-20,2020-12-22,Deceased,0,4,0,4,4,13,0,25,2,7,10,4,6,3,13,27,0,0,12,75,0,0,0,3,4,2,18,8,0,17,3,0,12,13,38
285,23-Dec-20,2020-12-23,Deceased,0,3,0,5,5,15,0,18,2,6,5,5,3,0,9,22,0,0,12,93,1,1,1,1,3,0,13,8,1,12,4,3,21,8,34
286,24-Dec-20,2020-12-24,Deceased,0,4,0,4,4,22,0,37,1,8,7,5,7,2,1,22,1,0,10,89,3,0,0,0,4,0,17,8,0,12,2,1,22,11,32
287,25-Dec-20,2020-12-25,Deceased,0,2,0,0,2,14,0,30,0,6,4,3,1,0,5,16,0,0,12,71,3,0,0,0,3,0,9,7,0,12,3,0,12,5,31
288,26-Dec-20,2020-12-26,Deceased,0,1,0,2,6,12,0,23,3,7,7,11,6,2,7,21,0,0,9,60,0,3,0,1,4,1,12,7,0,11,2,1,14,13,33
289,27-Dec-20,2020-12-27,Deceased,0,2,0,2,4,18,0,16,0,7,9,6,2,1,11,25,0,0,18,66,4,0,0,0,4,1,18,6,0,10,2,0,13,7,29
290,28-Dec-20,2020-12-28,Deceased,0,4,0,1,3,26,0,21,3,6,8,2,6,1,8,14,0,0,9,50,0,0,0,1,3,0,13,7,1,11,2,0,16,6,27
291,29-Dec-20,2020-12-29,Deceased,0,2,0,2,3,17,0,28,1,7,10,4,4,5,4,24,1,0,10,68,5,0,0,0,4,2,10,6,0,12,2,0,18,6,30
292,30-Dec-20,2020-12-30,Deceased,0,4,0,3,4,14,0,21,2,7,7,6,1,2,7,28,0,0,13,90,1,1,0,0,3,0,9,6,1,17,3,0,12,9,28
293,31-Dec-20,2020-12-31,Deceased,0,4,0,2,4,21,0,13,2,4,6,3,3,3,9,30,0,0,11,58,1,0,0,0,2,0,10,7,0,13,3,0,0,5,29
294,01-Jan-21,2021-01-01,Deceased,0,0,0,4,3,4,0,21,0,3,6,2,1,0,6,23,0,0,12,59,1,0,0,0,3,0,8,4,1,13,3,0,27,6,26
295,02-Jan-21,2021-01-02,Deceased,0,3,0,2,3,11,0,14,0,5,4,2,1,4,3,21,0,0,9,51,1,0,0,0,4,0,15,5,1,11,2,0,8,7,28
296,03-Jan-21,2021-01-03,Deceased,0,4,0,1,2,14,0,14,2,4,2,6,1,1,8,25,0,0,14,35,1,0,0,0,3,0,12,5,0,10,3,0,16,5,26
297,04-Jan-21,2021-01-04,Deceased,0,3,0,2,3,12,0,12,2,3,6,2,5,1,3,19,0,0,7,29,3,0,0,0,2,2,24,4,0,10,2,0,10,8,25
298,05-Jan-21,2021-01-05,Deceased,0,4,0,3,7,25,0,12,1,4,4,4,6,2,8,24,0,0,14,64,2,2,0,0,2,0,4,5,0,11,3,0,20,9,24
299,06-Jan-21,2021-01-06,Deceased,0,3,0,0,5,10,0,16,0,4,7,2,3,2,6,25,0,0,8,66,0,0,0,1,0,0,8,4,0,11,2,2,9,5,22
300,07-Jan-21,2021-01-07,Deceased,0,1,0,2,4,7,0,19,0,3,6,1,3,1,7,25,0,0,12,72,1,0,0,2,1,1,10,4,0,12,3,0,10,6,18
301,08-Jan-21,2021-01-08,Deceased,0,1,0,0,4,15,0,10,0,3,3,2,4,2,3,23,0,0,9,73,0,2,0,1,2,0,15,0,0,8,2,1,17,7,21
